	osa_location	osbp_location	A_pS_mean	A_pS_std	A_pS_min	A_pS_max	Bp_pS_mean	Bp_pS_std	Bp_pS_min	Bp_pS_max	C_pS_mean	C_pS_std	C_pS_min	C_pS_max	A-Bp_pS_mean	A-Bp_pS_std	A-Bp_pS_min	A-Bp_pS_max	A-C_pS_mean	A-C_pS_std	A-C_pS_min	A-C_pS_max	Bp-C_pS_mean	Bp-C_pS_std	Bp-C_pS_min	Bp-C_pS_max	A_pN_mean	A_pN_std	A_pN_min	A_pN_max	Bp_pN_mean	Bp_pN_std	Bp_pN_min	Bp_pN_max	C_pN_mean	C_pN_std	C_pN_min	C_pN_max	A-Bp_pN_mean	A-Bp_pN_std	A-Bp_pN_min	A-Bp_pN_max	A-C_pN_mean	A-C_pN_std	A-C_pN_min	A-C_pN_max	Bp-C_pN_mean	Bp-C_pN_std	Bp-C_pN_min	Bp-C_pN_max
YSG_0680	2.675328709122203	1.793627880353501	0.005667834838130705	0.012440476785164432	0.0	0.08091024020227566	0.04354966054730759	0.02207190875030787	0.0	0.09783748361730019					0.28956369770943474	0.010690762149966717	0.24983189681520884	0.33201448321264004									0.00129434339623373	0.002698728590064323	0.0	0.01366937206322084	0.012997934995292825	0.006298416215215385	0.0	0.031203536266827394					0.06988935729542449	0.003896495694262905	0.0602567991103023	0.07729160766543941								
YSG_0681	1.170077725989673	2.7090822950373896	0.0004608966081224122	0.0016051181876862513	0.0	0.009523809523809532	0.024842888249865674	0.019658955912693118	0.0	0.14371257485029953					0.3601397902777103	0.009545046086532774	0.3373029213315271	0.4066465441019548	0.3810706067353893	0.0012071807500473983	0.37383426592059726	0.3832823426573431	0.47555013225729276	0.01152385841820559	0.4216243874599024	0.5008971704623886	0.00019402755981871446	0.0006141669826866048	0.0	0.004744958481613282	0.004136056384107384	0.0034340093781022995	0.0	0.02370604504148556					0.08089564915970172	0.0021674189507390864	0.07443212913568636	0.08982159345732742	0.07112119708719501	0.00048586737898325766	0.06868208714362553	0.0730501542656238	0.08792228553552797	0.002045011738143301	0.08444849036565004	0.09200186003255045
YSG_0682	1.7223059538726335	1.062507046906866	0.004538342211452477	0.005538838563266158	0.0	0.027189944850583608	0.03134076186560349	0.011321633621278582	0.0	0.06494042593113813					0.3181315735574353	0.005471603637672204	0.2990004656138761	0.3347540564711899	0.26134539629826414	0.003852494230269665	0.25306976384362123	0.27605124251230695	0.36654824287120924	0.005065731216518603	0.3565300433615532	0.37744679480987847	0.0016889779798491796	0.0023409651116522386	0.0	0.011412387021533587	0.010497145775626071	0.00392173625847901	0.0	0.025696080610506034					0.09052363292623392	0.0016678280215676117	0.08655876143560881	0.09826080857947604	0.05229681919933997	0.001953369976486141	0.0500764877103955	0.06117920540997465	0.10233556518199251	0.0016830296453575707	0.09915586565149859	0.10885557334408912
YSG_0683	1.963590316695353	0.6648435907545887	0.060439530411237515	0.04487189649148518	0.0	0.13796468813769835	0.04381273274927865	0.0191691738974951	0.0	0.10079163554891694					0.37147743193853094	0.009590581602001136	0.34936480882426807	0.3982518187315604									0.015291563339318552	0.011265923072956686	0.0	0.03428075504447819	0.009309939194782117	0.005071031381129867	0.0	0.023483435473843142					0.11423546802474625	0.0027388512648382425	0.10701450314079658	0.12164755255374438								
YSG_0684	2.82474329363167	0.9972653861318832	0.00042695509855546844	0.0020252258550854238	0.0	0.010033444816053515	0.050155895235107495	0.026630424474788257	0.0	0.11563599798893924					0.3539583126552912	0.0158762114665182	0.31496198660377767	0.38597651152675083									0.00014215988248116377	0.0006743235308135223	0.0	0.0033407572383073497	0.0117541127324016	0.00688388229309644	0.0	0.031136746465213624					0.10453415009059887	0.0031723941529152636	0.1001912198231217	0.11854373034129856								
YSG_0686	2.314916501893288	1.370074876274643	0.0027966418183290116	0.004667845991625061	0.0	0.019169329073482438	0.044979037178977437	0.02293093105615274	0.0	0.12317666126418159					0.280214987110383	0.012586873626549247	0.25125563092217684	0.3200390445567295									0.0005629084796881474	0.0012240437838489902	0.0	0.006153846153846153	0.011834599867935381	0.00640531447533298	0.0	0.028688524590163918					0.06310556158276129	0.005425040866298925	0.05122950819672132	0.07498873926347017								
YSG_0687b	2.80758080757315	2.54856709789259	0.009940888377775793	0.02993616613822017	0.0	0.15513394817742668	0.010718196757897678	0.007890714781143759	0.0	0.049159120310478706					0.20740666972343574	0.02158217042618938	0.05423728813559329	0.22829131652661094	0.2247034347176134	0.0032985539710766927	0.22282214723159638	0.23082531350247917	0.27800713540850874	0.005217329060803981	0.26159554730983325	0.2852480852480855	0.0014297686845866537	0.006706209935504214	0.0	0.032922015182884706	0.0025590190616089897	0.0022120588705074207	0.0	0.011489850631941773					0.04482188679580625	0.004872659814298996	0.01145912910618792	0.0497653606897304	0.045068871099017194	6.203987258281134e-05	0.044658687587969134	0.04508372380225923	0.05777757952852791	0.0013951590560803756	0.055164975241457026	0.06125651955797322
YSG_0688	2.013058658864028	2.414977030591434	0.0009241755933627405	0.0030317134358329965	0.0	0.010869565217391302	0.020937541356800808	0.012646845335993967	0.0	0.07985480943738654					0.28019006979068095	0.00873923822589719	0.2670283303194695	0.30690909090909085	0.4029163876840723	0.002241867560061561	0.39240109674892276	0.40339435545385194	0.3855510418115567	0.005894726066704458	0.3491698175242479	0.3947778537252221	0.0	0.0	0.0	0.0	0.006207154962041389	0.004153034121668994	0.0	0.019888129272840276					0.03282645420940858	0.003878116255278244	0.02446011301372311	0.03988005997001501	0.059284380866402094	8.65931169157017e-06	0.059282534694946334	0.05932499663842949	0.06900760556384847	0.003092091396485082	0.061990482102213966	0.07526019808628505
YSG_0689b	1.383094464716007	2.9959384860639022	0.0011739883548651598	0.002112290461135047	0.0	0.009607686148919126	0.026944513591661994	0.01518287725555343	0.0	0.08039376538146012					0.2591265085949756	0.008259344897446784	0.2376139485514483	0.2796607720758204									0.00015504431359646478	0.0004479258560950176	0.0	0.002712232167073501	0.00357862557462646	0.002288275533609392	0.0	0.013200431034482764					0.05931669328714339	0.0018238960958230272	0.05397103992979373	0.0642992387650218								
YSG_0690	0.3119534230636833	3.019756870156356	0.034339560155652704	0.017314482560804322	0.0	0.08518227173728557	0.03186949845440036	0.010959233562498156	0.0	0.06142902923785525					0.3873974542167646	0.006477767081529047	0.3657240214352285	0.40857882944167656	0.2575557944370457	0.013688121124611855	0.2208361001861615	0.2792166813869729	0.40872174388395494	0.006008253356570173	0.38992252577860537	0.41890962912222357	0.007250747186468995	0.004019148235936333	0.0	0.018231797798988432	0.006561212175313289	0.0024154117771511595	0.0	0.014536246834849425					0.10451671864820751	0.0020001351277790565	0.09965412952523334	0.11135463771846835	0.05842627513726577	0.0033702254928955062	0.04927048198771443	0.06342804175630237	0.1130088950704626	0.0011613007483411116	0.11038653870272895	0.11591287343524703
YSG_0691	1.5476524192771086	0.5602498171312033	0.0014638533171475998	0.003465017073956085	0.0	0.020319303338171273	0.04429802642593754	0.025758107547621787	0.0	0.13544668587896266					0.23471773760710551	0.016689358043537012	0.20068245480010202	0.27311409418300997									0.0015286591088780382	0.0025026566669018252	0.0	0.01132075471698113	0.00877003624632475	0.0053089713134452975	0.0	0.025556081400851846					0.12199308985208727	0.0036469005663779205	0.11778846153846148	0.13470503454102675								
YSG_0693	0.796541264716007	3.0404685084976206	0.01571822870567966	0.018785802870862883	0.0	0.0844961240310077	0.05488648262198924	0.03098618851254348	0.0	0.12562814070351752					0.5825128976505785	0.020065531495371138	0.5458759590792835	0.6421319796954312	0.14315888548879274	0.01324450541870783	0.10416666666666663	0.1568755439512619	0.5899163631156874	0.026906784693459716	0.5469151670951156	0.6243629639651825	0.01028808377746419	0.007904500040985894	0.0	0.02542372881355932	0.008267953295385171	0.0050119582940051565	0.0	0.023972602739726023					0.1303165968050386	0.004873178816275152	0.11574716843259042	0.1495449531163817	0.04281924454103576	0.0073570684527754565	0.03132938187976292	0.05584671738517893	0.13599714279962533	0.004374541380967195	0.1259574468085106	0.1484888942832868
YSG_0694	0.2533990588640275	2.3228102399728074	0.0036935704514363906	0.016099900338659167	0.0	0.07387140902872785	0.04722571253059013	0.02116767781061704	0.0	0.11108723678556094					0.30930317201286106	0.01243737997286196	0.28091915000628725	0.3376569563033654									0.0006294586655476281	0.002743746712258083	0.0	0.012589173310952568	0.011428819931158506	0.004949871334266642	0.0	0.026214626464730648					0.07105794177260295	0.003935574997266228	0.06285802482746453	0.08927417208471153								
YSG_0696	2.267467275731497	2.497823583956492	0.0044707740226423535	0.012250748459254767	0.0	0.057703539306155786	0.07048949250795562	0.030123015590911524	0.0	0.14347557204700054					0.39061928942043694	0.00920475801426461	0.36381650380021696	0.412510092966406	0.3225494556730867	0.008168535789022411	0.27649396141579946	0.32952202886044385	0.336821189143772	0.008644685212347252	0.31858766233766217	0.3579806136401924	0.0016919254845922402	0.0033780048213851296	0.0	0.016243654822335016	0.015121276395351664	0.008347728234258701	0.0	0.035684002261164485					0.11019239183166613	0.0025822533360372675	0.1009545628720976	0.12019280043519046	0.08398225535199261	0.0026532325245194307	0.06979820464165813	0.08652553261993368	0.0966910965490328	0.0026919578153039507	0.0898045579127059	0.1033314511575381
YSG_0697	2.2745341817555937	2.4895389286199863	0.050465263734340446	0.051762366901591604	0.0	0.1946169772256728	0.016749907144284842	0.01372049113761005	0.0	0.07931825630940674					0.3261818652304971	0.00932031910760055	0.30521137026239054	0.35605989771487645	0.193435768940688	0.04449803983150343	0.08164577306332363	0.2238570677877035	0.34188634288466646	0.003677017591406054	0.3311099331507493	0.3490866325826395	0.013417426819720638	0.01409193942410163	0.0	0.0493207579821753	0.003391417433912002	0.003244728986193826	0.0	0.020924825626453106					0.07533379335816504	0.00275962480068767	0.06762446993965378	0.08674178124437117	0.05213658913640776	0.012534710706250868	0.018799272286234084	0.062314049586776846	0.07850728842001692	0.0016639910570149955	0.07515835750230408	0.08407254917603471
YSG_0698	1.785908108089501	1.2561608653976886	0.008960049060827776	0.033296523810589736	0.0	0.13875000000000007	0.06294548130591564	0.03578735724064739	0.0	0.15723793677204664					0.2876330595604105	0.028890741122072062	0.1262965222696767	0.3141654978962133									0.004702580400509115	0.01169769724203925	0.0	0.05141530296329056	0.014861350571164614	0.009454748935648186	0.0	0.041042849767681994					0.07042012002634293	0.00748265462573391	0.022973936465182605	0.0845985737290085								
YSG_0699	2.635955946987952	2.3507709517335145	0.0030793171743846016	0.0029764361355863684	0.0	0.010869565217391302	0.000984989485968516	0.0019293685316911146	0.0	0.010845986984815616					0.002360628407306356	0.0025156913050572017	0.0	0.010869565217391302									0.0006471344400214498	0.0007848131017868245	0.0	0.004498714652956293	0.00033306517944235237	0.0006396098471345607	0.0	0.003861003861003856					0.0005388028871858874	0.0007417443248291223	0.0	0.004501607717041794								
YSG_0700	1.087293969707401	1.0366174989802854	0.0013603792177433703	0.0013197513534849794	0.0	0.0052328623757195184	0.045206601284554504	0.018069722725370607	0.0	0.09874095370278571					0.2548417695866873	0.007351088619277679	0.23668908407224737	0.2739493073975833									0.0010236508637398198	0.0008766938454255605	0.0	0.004432951606944963	0.013449951683435178	0.0062819897270767555	0.0	0.03831093691676004					0.07774692934426411	0.002311715757544523	0.07204822337248314	0.0841821049754612								
YSG_0701	0.3725269032702237	2.581705719238613	0.00115853762405899	0.0019372405722548928	0.0	0.011049723756906082	0.031423314249618216	0.019157059946484624	0.0	0.09911894273127758					0.34703768531457296	0.01058072945269955	0.31207857581338255	0.373877776027721	0.4211561077314464	0.0012143426173018706	0.4169312169312169	0.4273877505318554	0.42547523999189724	0.007927385518980158	0.41175355142111025	0.4442347348921745	0.000998135870529385	0.0013637585846791298	0.0	0.006432084752175553	0.0023403649587933977	0.00204781110053082	0.0	0.010618126659082286					0.04404764558813157	0.0017754133325922044	0.04163777016737326	0.051095557586429766	0.10481894824611822	0.0009374987947475546	0.10357580254957671	0.10689120837353443	0.1137086818069766	0.0013080237009212077	0.11225532458409161	0.1168850154026892
YSG_0702	1.4709260110154907	0.6720926641740312	0.0005209189339947315	0.0014841486636139073	0.0	0.008337193144974536	0.025395584340456797	0.010872325116779684	0.0	0.07260962214019516					0.35584274786912573	0.005230106244730021	0.34319746486139824	0.3657588739959282	0.23587608889698702	0.0007115115712634806	0.2330807261954805	0.2387718737865296	0.4315857371130738	0.005712827998304668	0.41820905620838217	0.4435717254729642	5.9017641878346455e-05	0.00022857434422150137	0.0	0.000944287063267235	0.0059022526275413385	0.0027169509592198777	0.0	0.015907159202353728					0.08607690532608168	0.0014023589772525786	0.08385784593631904	0.09033027359402791	0.06120438154550685	0.00016386066923567127	0.061145073313260224	0.06211599626463227	0.10343103758871687	0.0010958473075610186	0.1012375735443297	0.10637185550701256
YSG_0703	2.588506720826162	0.8357146070700204	0.0009371207402537539	0.0011807542341504967	0.0	0.006044325050369395	0.07464728775750634	0.03964257763409604	0.0	0.2997542910049149					0.3133613713699815	0.030234877375748453	0.06495833133387738	0.3424866884781585	0.31136009181315916	0.0007722968511311067	0.3108343226719374	0.31292562616732983	0.4092537979696476	0.01163269272995575	0.324221085898939	0.42688493576080516	0.00028739720845425223	0.0003397333604660834	0.0	0.001679084898730189	0.014605948332602661	0.009092012976774564	0.0	0.07642666904398399					0.0675768703871608	0.0071827333622012084	0.01117648741691539	0.08533308490944576	0.07911930522816125	0.00022709847634393114	0.07899053816971315	0.07982048113329548	0.09895197314914368	0.0032296998257850956	0.0849759878301326	0.11711512926657805
YSG_0705	0.9217264571428572	1.02522609789259	0.001616020690331527	0.0018956478934384923	0.0	0.007050528789659219	0.04118544578341416	0.014959127424875918	0.0	0.09404265301885104					0.26363977661147736	0.0069858222176202855	0.24548997864980704	0.2815598424523042	0.3778555359856609	0.0018497422527006535	0.3738209070939393	0.3821676894319392	0.4051609969668067	0.009322226737571203	0.38043485161589313	0.42379652912128035	0.0002012955559121865	0.00044860960331053054	0.0	0.002467105263157898	0.01224407036560538	0.00541673575927056	0.0	0.03180482069370962					0.09446116063651894	0.0021060733542803043	0.08890466497689986	0.10189042318783088	0.0910071274181057	0.00020248596906519378	0.0908930773295756	0.09172919637970159	0.1257461982535563	0.0018664729596142644	0.12212961791497988	0.13161599903408383
YSG_0706	1.036816069535284	2.721509278042148	0.0010850656051894468	0.001684279076593212	0.0	0.007017543859649126	0.04901811076229432	0.0442413926542249	0.0	0.24879227053140093					0.3517458627723806	0.013430623197323207	0.32542202066011594	0.41410065831386716	0.39675802790356174	0.0012802420027382213	0.3939107568411539	0.4003533568904595	0.4307525712984486	0.01595692613386824	0.3948074091296599	0.45203991130820403	0.0006586660223194691	0.0010224058292418827	0.0	0.004259850905218318	0.009127459633185541	0.012887093904339933	0.0	0.08221386351423969					0.050919091862908064	0.00936243476581649	0.042471498611849505	0.1187234850883303	0.08116325288037712	0.0008836918685111348	0.07919580851642244	0.083634431455898	0.09520605634920122	0.008687078130486338	0.08839522546419103	0.15970894134290436
YSG_0707	1.6324552915662651	1.854727213460231	0.0008125677139761651	0.002814817130393637	0.0	0.010563380281690146	0.03250540890750805	0.022972452321828086	0.0	0.13214285714285715					0.36080355478221593	0.011235772333142042	0.31612641567854466	0.3872030393382708	0.47187976028955175	0.0021848092536762664	0.4694684321627326	0.482622276118032	0.530902891258286	0.011298434270321251	0.5159999999999999	0.560851818988465	0.00025029200734189873	0.0008670369468891439	0.0	0.003253796095444685	0.009868403294511607	0.007151546403047296	0.0	0.044276457883369334					0.1568591517699143	0.0036704108327555423	0.147788911415463	0.16506055689398033	0.1490688255613138	0.0007579270789261999	0.14869705517057255	0.15285203370309755	0.20451217617366427	0.0022961160762129556	0.19765671741009108	0.20872826615423795
YSG_0708	1.1508961239242683	2.744292080217539	0.17303013183972513	0.22251432126318885	0.0	0.5233099916691455	0.033818002811518824	0.012221726004356007	0.0	0.06989630997859053					0.16642980014794836	0.18260238550979263	0.0017636684303351028	0.5319907407407429	0.4958571974049601	0.023326002671378337	0.4487997828826627	0.5104494327469311	0.5086349547588949	0.0037915572015273704	0.497321799727491	0.5199059753592206	0.051681659921650185	0.06635627261676383	0.0	0.15363656200768136	0.0078266997218798	0.0029233481028088683	0.0	0.0166482863929419					0.045764630157713836	0.05518501766884294	0.0	0.157279208899256	0.16054160801660003	0.012225018132110558	0.13569666736628636	0.16819203688597972	0.1677688847076212	0.0012501995145330468	0.16579217672179083	0.1715620221209752
YSG_0709	2.150358547332186	1.0055500414683889	0.0019004271968698825	0.003492426093749934	0.0	0.01652892561983471	0.042150866162688594	0.035355231832045246	0.0	0.11813186813186813					0.376317861658458	0.009137407988616534	0.349772283669486	0.4029201832089465									7.688463460577412e-05	0.0002521482617921564	0.0	0.0017683465959328027	0.004581489236802374	0.0041859145519396596	0.0	0.018125552608311234					0.052750089698536395	0.0018172876635684583	0.04853128991060027	0.058455905561517606								
YSG_0710	0.9621087772805508	0.1843335812372535	0.017213031977593034	0.043017193482905385	0.0	0.24562459254801638	0.043444072194829784	0.03221436398681748	0.0	0.14356568248783808					0.33647638524932144	0.01897881117248009	0.2674567350424368	0.4512770809859849	0.28743718431738374	0.02998516897341821	0.1148160724391623	0.3107609312890401	0.4340891325694227	0.012168349568157375	0.41665173572228426	0.47862556497541303	0.006859303086656228	0.014195289262954273	0.0	0.08802775979146947	0.013817710644694016	0.010768266376571297	0.0	0.04782806822708562					0.12340618144610425	0.0037476466296152127	0.1086790447404258	0.14275709719872148	0.09637868660317453	0.009558229250260515	0.04656491426417937	0.10535479013739875	0.13844052535746665	0.003239261211348556	0.1273054546536442	0.14308690744920985
YSG_0711	2.76013158141136	2.0111000829367778	0.09425232643574585	0.06963891505880232	0.0	0.3016190316329175	0.0394360274134565	0.01834455968350609	0.0	0.09803921568627441					0.1776759881550996	0.06750940667258552	0.0	0.3181671496311904	0.3777541872826072	0.020009280144694663	0.34156888346233344	0.41182368762922406	0.4049657457290927	0.006407073785456212	0.39201576122763565	0.4235503492974205	0.015075214140487759	0.014048812430982093	0.0	0.06861038345296215	0.0077434266954884085	0.004589487706165186	0.0	0.023334244827271894					0.04396975612134554	0.013435524218389158	0.0	0.0712787492206433	0.10331465381116142	0.003884053266779217	0.09556717524485889	0.10715456034953572	0.09710202278477115	0.0037031779329316527	0.08832132999143376	0.10286131098088663
YSG_0712	1.9262366705679863	0.5146842127804214	0.002595075175720335	0.0025602820116793646	0.0	0.010263929618768307	0.04508570421436487	0.01981894113934493	0.0	0.09322651128914766					0.29669168612748703	0.006885555477252777	0.27038183694530393	0.3109338603797553									0.0003640727742757941	0.0008984541200665272	0.0	0.004621848739495806	0.007920857156271976	0.0035274808030718303	0.0	0.015313318557324233					0.052322336181248444	0.0022784687013626286	0.04613585021826587	0.06216821529425641								
YSG_0714	2.891374121858864	1.3193313623385452	0.0008078856742040259	0.002440769438063686	0.0	0.01397515527950311	0.009085540799056263	0.00850117491834351	0.0	0.04777070063694268					0.4730506174607748	0.00522331797030103	0.46500759434513395	0.48893748207628357									0.0010411325821449787	0.0016383902139042552	0.0	0.007700205338809033	0.00339562098724321	0.002743678975300458	0.0	0.013218098627351293					0.13019488117360806	0.002480249536237548	0.1260405598678465	0.14293375164161676								
YSG_0715	1.667789821686747	1.6921408524813053	0.003394542868227081	0.008100974031953386	0.0	0.022727272727272714	0.08460067696346711	0.05278139522289414	0.0	0.22813688212927738					0.2664057419316908	0.016139838483506832	0.22027972027972012	0.31186868686868663									0.0015858675175887166	0.0028636245007761752	0.0	0.006756756756756757	0.013473740254442234	0.007640531877928872	0.0	0.0359955005624297					0.04383188673504921	0.004214088841579832	0.03558558558558559	0.056102362204724414								
YSG_0716	0.8803345790017212	2.9545152093813734	0.028622514339635818	0.030852090132707923	0.0	0.11512544222824606	0.03701222080531104	0.015472415939134789	0.0	0.0753496503496504					0.4235268943313338	0.0055530135485974035	0.40925764670445536	0.45603643946398337	0.16563413012507347	0.020497870358035783	0.11276641905922964	0.17773150684931532	0.4463382536271965	0.005658488127350656	0.4359407033590917	0.4617373302214481	0.00722023449082762	0.0068188112281600335	0.0	0.029841386883969995	0.008759321832039962	0.005092351102628963	0.0	0.032667595603034574					0.11914203314586083	0.0027724825817044643	0.11386588119152798	0.1393942514322562	0.04701040817809056	0.003907876667069085	0.03529932740716011	0.05040338324079295	0.12455960628194858	0.002144896420600726	0.12208177023059083	0.13989146956317638
YSG_0717	1.487078939070568	1.7304573834126444	0.0014781780035149298	0.003142182683308111	0.0	0.01609657947686117	0.030001983735128537	0.014160547473196526	0.0	0.06818647064297013					0.41410835291886394	0.006850656810222254	0.38902974983096716	0.4365029022799359	0.3320862185955089	0.0015434450558695948	0.3275379071190591	0.3388182498130144	0.4603018796109074	0.007516307339341255	0.44944110976370893	0.4792107117688519	0.0006112638505309708	0.0009714073726365913	0.0	0.004146510020732547	0.00819961538662045	0.0067288548291120995	0.0	0.03442695306752976					0.13039127232583186	0.003853371388885476	0.11514544056426161	0.140260075783672	0.12017046249272538	0.0007451636074035969	0.11925307668093554	0.12279408025225035	0.16644000256634225	0.002246677419149652	0.16169661894608578	0.1718119137142278
YSG_0719b	2.517837660585198	0.7197294323589395	0.0009574792183487858	0.0019258081463931441	0.0	0.004830917874396133	0.08477967022965868	0.048386315367190326	0.0	0.1870340356564021					0.3380303007897451	0.008790722921500429	0.3143156761046398	0.35477150537634444									0.0	0.0	0.0	0.0	0.03712660392599531	0.024660228630492935	0.0	0.08566333494782255					0.12612675633231046	0.008777926219326392	0.11134995700773856	0.14325123152709343								
YSG_0720	1.5355377232358003	1.1349977811012917	0.0006812277544719376	0.0012130458304118632	0.0	0.005665722379603406	0.03999037296461879	0.023988284684440364	0.0	0.10380486591785146					0.4161383099772561	0.005371569261363188	0.4046271805147261	0.43582209932019805	0.28999224207717783	0.000574150122896778	0.28920785087706363	0.29282064451555995	0.44859503754553054	0.005201297652904353	0.43708561512631566	0.4614616625392011	0.0003112099578592225	0.0005625922045759151	0.0	0.002983095790520391	0.00763349478587955	0.004456406892547382	0.0	0.021918001252788182					0.09865940333586658	0.0016001131254492385	0.09473019530549037	0.10408802291246069	0.05324702105834989	0.0004251999349885517	0.05307611128506661	0.05508295151384064	0.09225150797757364	0.0017879935014258174	0.08954543500005219	0.09562677697257337
YSG_0721	0.1221565184165232	2.8685619102651256	0.0	0.0	0.0	0.0	0.042711790590926856	0.03482683435420023	0.0	0.14456795024480618					0.32191397708155234	0.01610372639639101	0.28363997113997125	0.35738705738705745									0.0013814764086336382	0.0020394855481724	0.0	0.004392386530014643	0.014249474595830163	0.009777522821348208	0.0	0.04457364341085274					0.14166360334518585	0.0038578464180075447	0.13430701951110116	0.15529564652371677								
YSG_0722	2.9075270499139414	1.7180304004078857	0.021609129824008512	0.07891718173211203	0.0	0.3395770648171495	0.06890353323350851	0.03259341616028096	0.0	0.14296271460145218					0.36563072009288883	0.04814702655194853	0.062477091442235615	0.39395811654526547									0.006016067156475869	0.021270766460198518	0.0	0.0917360772996607	0.02351347338514589	0.010898880675516323	0.0	0.046904461478156155					0.0998280882678776	0.012047963342639032	0.022378345498783484	0.1124054251526175								
YSG_0723	2.6995581012048198	2.246177178110129	0.0008029360227898112	0.0019968519124917428	0.0	0.011162790697674415	0.056400723878896795	0.024203772840390957	0.0	0.12356090049131038					0.2524549381372386	0.014760057540314803	0.22579487766708647	0.2839348746095987	0.3043211013376456	0.0009147323082325072	0.30389130961026384	0.31004205567518406	0.3737919097287486	0.013265913488989565	0.343028624192059	0.396700195383168	0.0011706495024193405	0.0011388755046535981	0.0	0.003870967741935481	0.014173102027120967	0.007438724510540231	0.0	0.03821554205308598					0.058261549336396636	0.002942075748363207	0.04982320797171323	0.06594031429472388	0.09036296874257431	0.0010075295217595564	0.0894489621373589	0.09166582222897765	0.11628821425208857	0.0022872250093773864	0.11123706946942856	0.1215259980275432
YSG_0724	0.2614755228915663	0.6969466301835486	0.00329082682023858	0.009170504652245103	0.0	0.028846153846153848	0.024067730136017117	0.04865293064889616	0.0	0.1976744186046512					0.22990606909145878	0.016740842714157853	0.15723270440251577	0.3017377567140601	0.2542962463008151	0.007476247339182808	0.25242718446601936	0.2842012356575463	0.36320652943300885	0.014536969352407296	0.3090909090909092	0.4080656185919346	0.0	0.0	0.0	0.0	0.004598094795198218	0.009361378062789243	0.0	0.0378457059679767					0.07049981102718426	0.002302174985464063	0.06598738476467735	0.0823643410852713	0.10658200927738128	0.00018493119018631708	0.10584228451663609	0.10662824207492794	0.14402151022542198	0.004994305550803864	0.1418204437072361	0.1682080924855491
YSG_0726	2.3472223580034424	2.110515946974847	0.07991811001128486	0.06794287749997385	0.0	0.23146861669713573	0.06249298448740351	0.03299578151888543	0.0	0.18903452390963935					0.3873340027177755	0.017063110724684496	0.35075268817204286	0.46565638450502145	0.18318950739151407	0.05154739661703036	0.049999999999999954	0.2229552499801286	0.3978360336602371	0.010715533860960733	0.3765395894428152	0.4458317417876241	0.017273378208867096	0.0146802723225328	0.0	0.0527817903261107	0.012041542165653197	0.006553507240008174	0.0	0.03702838877732632					0.09791308759215289	0.004299596360260604	0.08926817862988064	0.11531392488040845	0.039301358399668286	0.010285971776611547	0.013486842105263148	0.0479602614976162	0.10615049734915658	0.002203812946235754	0.10147296305358444	0.1116587393884201
YSG_0727	1.2962724764199656	0.9651623467029232	0.02393637684665131	0.0178394827835841	0.0	0.04700111482720169	0.023817585259047678	0.012266086283056801	0.0	0.06190476190476179					0.0296751418752325	0.016971954674065943	0.0	0.06275463666768004	0.02084330618990952	0.014529029555351616	0.004013377926421397	0.038744154976619836	0.01764288692996508	0.011532258338301786	0.0	0.04569388665774199	0.006315499102881311	0.004932036625824474	0.0	0.01309296571226584	0.004784309599088429	0.0028344458283275325	0.0	0.012013285280192229					0.0066455869288840974	0.004263305671972776	0.0	0.017472434266327417	0.004839213128695879	0.0017548309526270477	0.002545068928950162	0.006789730532569498	0.004405460888587674	0.0031969364233406026	0.0	0.012013285280192229
YSG_0728	2.01406821686747	2.416012612508497	0.004565464417536103	0.016270246190053787	0.0	0.08396048918156156	0.06308845081923849	0.028752543851807654	0.0	0.163233921019388					0.2802212766607022	0.010285968574079334	0.2610239228825015	0.32294739871914785	0.41264130411084887	0.011641115704128735	0.3368949644301854	0.4201990032960972	0.38567772561364244	0.009754723498134632	0.35245194860358914	0.4033146591970119	0.0004160312053108129	0.001906494667029379	0.0	0.009167303284950341	0.006968753231433915	0.003862798114567342	0.0	0.022989714205610745					0.033532646209872854	0.002784825545359777	0.025111573936328447	0.04665178571428566	0.05342526570630767	0.0013569491818215874	0.04452721502671271	0.05365515947881153	0.06294802889386077	0.0022964145358951396	0.05964807634953763	0.06952405465289033
YSG_0729	0.3594026492254733	0.7300852515295717	0.0029749812342040223	0.00449677267768843	0.0	0.009771986970684045	0.014012588193479433	0.01727982990903618	0.0	0.1190476190476192					0.41635477057899184	0.00819944561400917	0.38190977999630266	0.4430151527428898	0.3036873281750415	3.3306690738754696e-16	0.30368732817504185	0.30368732817504185	0.4629920572623672	0.005156474278315585	0.4402539779681763	0.47758040254996076	0.0	0.0	0.0	0.0	0.002665616030761372	0.004734885621270996	0.0	0.026881720430107506					0.10598253685780554	0.0018477278665599414	0.10294634103513367	0.11289835182130671	0.07108668335683395	4.163336342344337e-17	0.07108668335683391	0.07108668335683391	0.11889739046627765	0.001671998503261199	0.11633993383042815	0.12590385104072818
